ilHelHell1.1_Chr16	geneid_v1.4	gene	309	5487	62.97	+	.	ID=ilHelHell1.1_Chr16_1;Name=ilHelHell1.1_Chr16_1	0	0	5179	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	mRNA	309	5487	62.97	+	.	ID=mRNA_ilHelHell1.1_Chr16_1;Parent=ilHelHell1.1_Chr16_1	0	0	5179	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	CDS	309	1589	14.83	+	0	ID=cds_ilHelHell1.1_Chr16_1;Parent=mRNA_ilHelHell1.1_Chr16_1;Target=geneid_v1.4_predicted_protein_ilHelHell1.1_Chr16_1 1 427;exon_type=First;start_score=1.13;donor_score=2.92;coding_potential=54.99	0	0	1281	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	exon	309	1589	14.83	+	.	ID=exon_ilHelHell1.1_Chr16_1.1;Parent=mRNA_ilHelHell1.1_Chr16_1;donor_score=2.92	0	0	1281	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	CDS	1846	5487	48.13	+	0	ID=cds_ilHelHell1.1_Chr16_1;Parent=mRNA_ilHelHell1.1_Chr16_1;Target=geneid_v1.4_predicted_protein_ilHelHell1.1_Chr16_1 428 1641;exon_type=Terminal;acceptor_score=-0.58;coding_potential=176.81	0	0	3642	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	exon	1846	5487	48.13	+	.	ID=exon_ilHelHell1.1_Chr16_1.2;Parent=mRNA_ilHelHell1.1_Chr16_1;acceptor_score=-0.58	0	0	3642	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	gene	7056	11617	29.62	+	.	ID=ilHelHell1.1_Chr16_2;Name=ilHelHell1.1_Chr16_2	0	0	4562	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	mRNA	7056	11617	29.62	+	.	ID=mRNA_ilHelHell1.1_Chr16_2;Parent=ilHelHell1.1_Chr16_2	0	0	4562	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	CDS	7056	8126	18.05	+	0	ID=cds_ilHelHell1.1_Chr16_2;Parent=mRNA_ilHelHell1.1_Chr16_2;Target=geneid_v1.4_predicted_protein_ilHelHell1.1_Chr16_2 1 357;exon_type=First;start_score=1.13;donor_score=4.66;coding_potential=61.65	0	0	1071	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	exon	7056	8126	18.05	+	.	ID=exon_ilHelHell1.1_Chr16_2.1;Parent=mRNA_ilHelHell1.1_Chr16_2;donor_score=4.66	0	0	1071	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	CDS	8212	8420	0.60	+	0	ID=cds_ilHelHell1.1_Chr16_2;Parent=mRNA_ilHelHell1.1_Chr16_2;Target=geneid_v1.4_predicted_protein_ilHelHell1.1_Chr16_2 358 427;exon_type=Internal;acceptor_score=0.09;donor_score=2.52;coding_potential=10.91	0	0	209	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	exon	8212	8420	0.60	+	.	ID=exon_ilHelHell1.1_Chr16_2.2;Parent=mRNA_ilHelHell1.1_Chr16_2;acceptor_score=0.09;donor_score=2.52	0	0	209	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	CDS	10525	11617	10.97	+	1	ID=cds_ilHelHell1.1_Chr16_2;Parent=mRNA_ilHelHell1.1_Chr16_2;Target=geneid_v1.4_predicted_protein_ilHelHell1.1_Chr16_2 427 791;exon_type=Terminal;acceptor_score=-2.79;coding_potential=58.07	0	0	1093	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	exon	10525	11617	10.97	+	.	ID=exon_ilHelHell1.1_Chr16_2.3;Parent=mRNA_ilHelHell1.1_Chr16_2;acceptor_score=-2.79	0	0	1093	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	gene	14117	15493	16.93	+	.	ID=ilHelHell1.1_Chr16_3;Name=ilHelHell1.1_Chr16_3	0	0	1377	0.0000000
ilHelHell1.1_Chr16	geneid_v1.4	mRNA	14117	15493	16.93	+	.	ID=mRNA_ilHelHell1.1_Chr16_3;Parent=ilHelHell1.1_Chr16_3	0	0	1377	0.0000000
