ilHelHell1.1_Chr16	IsoQuant	gene	122316	122852	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11833"; transcripts "1"; 	7	537	537	1.0000000
ilHelHell1.1_Chr16	IsoQuant	transcript	122316	122852	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11833"; transcript_id "transcript11832.ilHelHell1.1_Chr16.nnic"; exons "2";	7	537	537	1.0000000
ilHelHell1.1_Chr16	IsoQuant	exon	122774	122852	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11833"; transcript_id "transcript11832.ilHelHell1.1_Chr16.nnic"; exon "1"; exon_id "ilHelHell1.1_Chr16.5806";	4	79	79	1.0000000
ilHelHell1.1_Chr16	IsoQuant	exon	122316	122704	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11833"; transcript_id "transcript11832.ilHelHell1.1_Chr16.nnic"; exon "2"; exon_id "ilHelHell1.1_Chr16.5807";	7	389	389	1.0000000
ilHelHell1.1_Chr16	IsoQuant	gene	161875	164151	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11836"; transcripts "2"; 	35	2277	2277	1.0000000
ilHelHell1.1_Chr16	IsoQuant	transcript	161875	164151	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11836"; transcript_id "transcript11828.ilHelHell1.1_Chr16.nnic"; exons "3";	35	2277	2277	1.0000000
ilHelHell1.1_Chr16	IsoQuant	exon	163884	164151	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11836"; transcript_id "transcript11828.ilHelHell1.1_Chr16.nnic"; exon "1"; exon_id "ilHelHell1.1_Chr16.5808";	23	268	268	1.0000000
ilHelHell1.1_Chr16	IsoQuant	exon	162345	162411	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11836"; transcript_id "transcript11828.ilHelHell1.1_Chr16.nnic"; exon "2"; exon_id "ilHelHell1.1_Chr16.5809";	23	67	67	1.0000000
ilHelHell1.1_Chr16	IsoQuant	exon	161875	162279	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11836"; transcript_id "transcript11828.ilHelHell1.1_Chr16.nnic"; exon "3"; exon_id "ilHelHell1.1_Chr16.5810";	34	405	405	1.0000000
ilHelHell1.1_Chr16	IsoQuant	transcript	161875	164151	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11836"; transcript_id "transcript11835.ilHelHell1.1_Chr16.nnic"; exons "2";	35	2277	2277	1.0000000
ilHelHell1.1_Chr16	IsoQuant	exon	163884	164151	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11836"; transcript_id "transcript11835.ilHelHell1.1_Chr16.nnic"; exon "1"; exon_id "ilHelHell1.1_Chr16.5808";	23	268	268	1.0000000
ilHelHell1.1_Chr16	IsoQuant	exon	161875	162411	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11836"; transcript_id "transcript11835.ilHelHell1.1_Chr16.nnic"; exon "2"; exon_id "ilHelHell1.1_Chr16.5811";	34	537	537	1.0000000
ilHelHell1.1_Chr16	IsoQuant	gene	180414	180928	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11852"; transcripts "1"; 	15	515	515	1.0000000
ilHelHell1.1_Chr16	IsoQuant	transcript	180414	180928	.	-	.	gene_id "novel_gene_ilHelHell1.1_Chr16_11852"; transcript_id "transcript11851.ilHelHell1.1_Chr16.nnic"; exons "3";	15	515	515	1.0000000
